id_cliente;abandono_cliente;genero;jubilado;pareja;dependientes;meses_antiguedad;servicio_telefono;ad.multiples_lineas;servicio_internet;ad.seguridad_online;ad.respaldo_online;ad.proteccion_dispositivo;ad.soporte_tecnico;tv.streaming;peliculas.streaming;contrato;factura_digital;metodo_pago;cargo.diario;cargo.mensual;cargo.total
0235-KGSLC;Si;Femenino;False;No;No;1;Si;No;Fibra óptica;No;No;Si;No;Si;No;Mes a mes;Si;Tarjeta de crédito (automática);2.81;85.55;85.55
0236-HFWSV;Si;Masculino;False;No;No;15;Si;Si;Fibra óptica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.07;93.35;1444.65
0237-YFUTL;No;Femenino;False;Si;No;50;Si;Si;Fibra óptica;Si;Si;No;Si;Si;Si;Mes a mes;Si;Transferencia bancaria (automática);3.6;109.65;5405.8
0238-WHBIQ;No;Masculino;False;Si;Si;72;Si;Si;DSL;Si;Si;Si;Si;Si;Si;Dos años;No;Tarjeta de crédito (automática);2.95;89.7;6339.3
0239-OXEXL;No;Femenino;False;No;No;46;Si;Si;Fibra óptica;Si;Si;No;No;No;No;Mes a mes;No;Cheque por correo;2.77;84.25;3847.6
0244-LGNFY;No;Femenino;False;Si;Si;72;Si;Si;DSL;Si;Si;Si;Si;Si;Si;Dos años;No;Transferencia bancaria (automática);3.05;92.65;6733.0
0247-SLUJI;No;Masculino;False;Si;Si;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque por correo;0.65;19.7;19.7
0248-IPDFW;No;Femenino;False;No;No;1;Si;Si;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;1.65;50.1;50.1
0248-PGHBZ;No;Femenino;True;No;No;67;Si;No;Fibra óptica;Si;Si;No;Si;Si;No;Dos años;Si;Transferencia bancaria (automática);3.04;92.45;6140.85
0253-ZTEOB;No;Femenino;False;Si;Si;48;Si;Si;DSL;No;Si;No;Si;Si;Si;Dos años;No;Cheque electrónico;2.62;79.65;3870.3
0254-FNMCI;No;Femenino;False;No;No;72;Si;No;Fibra óptica;Si;Si;Si;Si;Si;Si;Dos años;Si;Cheque electrónico;3.61;109.9;7624.2
0254-KCJGT;No;Masculino;False;Si;No;52;Si;Si;DSL;Si;Si;Si;Si;No;Si;Un año;Si;Tarjeta de crédito (automática);2.68;81.4;4354.45
0254-WWRKD;No;Femenino;False;Si;Si;67;Si;No;DSL;No;Si;No;No;No;No;Un año;No;Tarjeta de crédito (automática);1.6600000000000001;50.55;3431.75
0256-LTHVJ;Si;Femenino;False;Si;Si;28;Si;No;Fibra óptica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electrónico;2.66;81.05;2227.1
0257-KXZGU;No;Femenino;False;Si;Si;32;Si;Si;DSL;No;Si;Si;No;No;No;Mes a mes;No;Transferencia bancaria (automática);2.05;62.45;2045.55
0257-ZESQC;Si;Femenino;True;Si;No;27;Si;No;Fibra óptica;Si;No;No;No;No;No;Mes a mes;Si;Transferencia bancaria (automática);2.47;75.2;1929.35
0258-NOKBL;No;Masculino;False;No;No;3;Si;No;Fibra óptica;No;Si;Si;No;No;Si;Mes a mes;No;Cheque electrónico;2.9699999999999998;90.4;268.45
0259-GBZSH;Si;Masculino;False;No;No;2;Si;Si;Fibra óptica;No;No;No;No;Si;No;Mes a mes;Si;Cheque electrónico;2.8200000000000003;85.65;181.5
0260-ZDLGK;Si;Femenino;False;No;Si;9;Si;No;DSL;No;No;Si;Si;Si;Si;Mes a mes;Si;Cheque por correo;2.4;72.9;651.4
0263-FJTQO;No;Masculino;False;Si;Si;50;Si;Si;DSL;Si;No;No;Si;Si;No;Dos años;Si;Tarjeta de crédito (automática);2.32;70.5;3486.65
0264-CNITK;No;Femenino;False;Si;Si;71;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Transferencia bancaria (automática);0.66;20.1;1389.6
0265-EDXBD;Si;Masculino;True;Si;No;32;Si;Si;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;2.46;74.9;2303.35
0265-PSUAE;No;Femenino;False;Si;Si;16;Si;No;Fibra óptica;Si;No;Si;No;Si;Si;Mes a mes;No;Transferencia bancaria (automática);3.31;100.7;1522.7
0266-CLZKZ;No;Femenino;False;Si;Si;67;Si;Si;Fibra óptica;No;No;Si;Si;Si;Si;Dos años;Si;Transferencia bancaria (automática);3.47;105.65;6717.9
0266-GMEAO;No;Masculino;False;Si;Si;72;Si;Si;Fibra óptica;Si;Si;Si;Si;Si;Si;Dos años;Si;Tarjeta de crédito (automática);3.76;114.3;8058.55
0268-QKIWO;Si;Femenino;False;No;No;3;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque electrónico;0.65;19.75;58.85
0269-XFESX;No;Masculino;False;Si;Si;23;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Cheque por correo;0.8;24.35;538.5
0270-THENM;No;Masculino;False;Si;Si;72;Si;Si;DSL;Si;Si;Si;Si;No;No;Dos años;No;Transferencia bancaria (automática);2.3;69.85;5102.35
0274-JKUJR;No;Masculino;False;Si;Si;7;No;Sin servicio telefónico;DSL;Si;Si;Si;No;Si;Si;Mes a mes;No;Cheque por correo;1.9300000000000002;58.85;465.7
0274-VVQOQ;No;Masculino;True;Si;No;65;Si;Si;Fibra óptica;No;Si;Si;No;Si;Si;Un año;Si;Transferencia bancaria (automática);3.39;103.15;6792.45
0277-BKSQP;No;Masculino;False;Si;Si;8;Si;No;DSL;No;No;No;No;Si;No;Mes a mes;Si;Cheque electrónico;1.79;54.4;475.1
0277-ORXQS;No;Masculino;False;Si;Si;66;No;Sin servicio telefónico;DSL;No;No;No;Si;Si;Si;Dos años;No;Transferencia bancaria (automática);1.6600000000000001;50.55;3364.55
0278-YXOOG;Si;Masculino;False;No;No;5;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque por correo;0.6900000000000001;21.05;113.85
0280-XJGEX;Si;Masculino;False;No;No;49;Si;Si;Fibra óptica;No;Si;Si;No;Si;Si;Mes a mes;Si;Transferencia bancaria (automática);3.41;103.7;5036.3
0281-CNTZX;No;Masculino;False;Si;No;63;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Transferencia bancaria (automática);0.66;19.95;1234.8
0282-NVSJS;No;Femenino;True;Si;Si;12;No;Sin servicio telefónico;DSL;No;No;No;Si;No;No;Mes a mes;Si;Cheque por correo;0.96;29.3;355.9
0285-INHLN;No;Masculino;False;Si;Si;27;Si;No;DSL;Si;Si;No;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);1.8;54.75;1510.3
0289-IVARM;No;Femenino;False;No;No;35;Si;No;DSL;Si;Si;Si;No;No;No;Mes a mes;No;Cheque electrónico;1.99;60.55;1982.6
0292-WEGCH;No;Femenino;False;Si;Si;54;Si;Si;DSL;No;Si;Si;Si;Si;Si;Mes a mes;Si;Cheque electrónico;2.83;86.2;4524.05
0295-PPHDO;Si;Masculino;False;No;No;1;Si;Si;Fibra óptica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.14;95.45;95.45
0295-QVKPB;No;Masculino;False;No;No;5;Si;No;DSL;No;No;Si;Si;Si;No;Mes a mes;Si;Tarjeta de crédito (automática);2.1;63.95;318.1
0297-RBCSG;No;Masculino;False;No;No;19;Si;No;DSL;No;Si;No;Si;No;Si;Un año;Si;Transferencia bancaria (automática);2.15;65.35;1231.85
0298-XACET;No;Masculino;False;Si;Si;52;No;Sin servicio telefónico;DSL;No;Si;Si;Si;Si;No;Dos años;No;Cheque por correo;1.65;50.2;2554.0
0301-FIDRB;No;Femenino;False;Si;Si;72;No;Sin servicio telefónico;DSL;Si;Si;Si;Si;Si;Si;Dos años;Si;Transferencia bancaria (automática);2.1;63.8;4684.3
0301-KOBTQ;No;Masculino;False;No;No;32;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Transferencia bancaria (automática);0.66;20.05;614.45
0302-JOIVN;Si;Femenino;False;Si;No;8;Si;No;Fibra óptica;No;Si;Si;No;Si;Si;Mes a mes;No;Cheque electrónico;3.33;101.15;842.9
0303-UNCIP;No;Masculino;False;No;No;41;Si;Si;DSL;No;No;Si;No;No;Si;Un año;No;Cheque por correo;2.14;65.0;2531.8
0303-WMMRN;No;Masculino;False;No;No;5;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Cheque por correo;0.63;19.25;86.05
0305-SQECB;No;Femenino;False;No;Si;11;No;Sin servicio telefónico;DSL;Si;No;No;Si;No;No;Un año;Si;Cheque por correo;1.19;36.05;402.6
0306-JAELE;Si;Masculino;False;No;No;5;Si;No;Fibra óptica;No;No;No;Si;Si;Si;Mes a mes;Si;Cheque electrónico;3.16;96.1;453.4
0307-BCOPK;No;Femenino;False;No;No;16;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Cheque por correo;0.63;19.05;326.65
0308-GIQJT;No;Masculino;True;No;No;71;Si;Si;Fibra óptica;No;Si;No;Si;Si;Si;Un año;No;Transferencia bancaria (automática);3.48;105.75;7382.85
0308-IVGOK;No;Femenino;False;No;No;11;No;Sin servicio telefónico;DSL;No;Si;Si;Si;No;No;Un año;Si;Tarjeta de crédito (automática);1.33;40.4;422.6
0310-MVLET;Si;Femenino;False;Si;Si;61;Si;Si;Fibra óptica;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.26;99.15;6010.05
0310-SUCIN;No;Femenino;False;Si;No;71;Si;No;DSL;Si;Si;Si;Si;Si;Si;Un año;Si;Transferencia bancaria (automática);2.79;84.8;6046.1
0310-VQXAM;No;Masculino;False;No;No;9;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque por correo;0.65;19.85;178.8
0311-QYWSS;No;Femenino;False;No;No;6;Si;No;DSL;Si;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;1.63;49.45;314.6
0311-UNPFF;Si;Femenino;False;No;No;26;Si;No;Fibra óptica;No;No;No;No;Si;Si;Mes a mes;Si;Transferencia bancaria (automática);2.92;88.8;2274.35
0314-TKOSI;No;Femenino;False;No;No;6;Si;No;DSL;Si;Si;No;No;No;No;Mes a mes;No;Cheque por correo;1.81;55.15;322.9
0315-LVCRK;No;Masculino;False;No;No;11;Si;No;Fibra óptica;No;No;Si;No;No;Si;Mes a mes;No;Cheque electrónico;2.79;84.8;888.75
0318-QUUOB;Si;Masculino;False;Si;No;1;Si;No;Fibra óptica;No;No;No;No;Si;No;Mes a mes;Si;Cheque electrónico;2.65;80.55;80.55
0318-ZOPWS;No;Femenino;False;Si;No;49;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Transferencia bancaria (automática);0.66;20.15;973.35
0319-QZTCO;No;Femenino;False;Si;Si;3;Si;No;DSL;No;Si;No;No;Si;No;Mes a mes;Si;Tarjeta de crédito (automática);1.9300000000000002;58.7;168.6
0320-DWVTU;No;Femenino;False;No;No;53;Si;No;Fibra óptica;Si;Si;Si;Si;No;Si;Dos años;No;Cheque por correo;3.27;99.5;5424.25
0320-JDNQG;Si;Masculino;False;Si;Si;23;Si;No;Fibra óptica;Si;No;No;Si;Si;Si;Mes a mes;Si;Cheque electrónico;3.2800000000000002;99.85;2331.3
0322-CHQRU;Si;Masculino;False;No;No;2;Si;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque electrónico;1.49;45.35;89.5
0322-YINQP;Si;Masculino;False;No;No;1;Si;No;DSL;Si;No;No;No;No;No;Mes a mes;Si;Cheque por correo;1.6;48.55;48.55
0323-XWWTN;No;Masculino;False;No;Si;3;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Cheque por correo;0.87;26.4;121.25
0324-BRPCJ;Si;Femenino;True;Si;No;68;Si;Si;Fibra óptica;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.29;100.2;6851.65
0325-XBFAC;Si;Masculino;False;No;No;8;Si;No;Fibra óptica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.11;94.7;740.3
0326-VDYXE;No;Femenino;False;Si;No;70;Si;Si;Fibra óptica;No;No;Si;No;Si;Si;Un año;Si;Cheque electrónico;3.21;97.65;6982.5
0327-WFZSY;No;Masculino;False;Si;Si;39;Si;Si;Fibra óptica;No;No;Si;No;Si;Si;Un año;No;Cheque electrónico;3.29;100.0;3835.55
0328-GRPMV;Si;Femenino;False;No;No;1;Si;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;2.3;70.1;70.1
0328-IBUPK;No;Femenino;False;Si;Si;51;No;Sin servicio telefónico;DSL;Si;No;No;Si;No;No;Dos años;No;Transferencia bancaria (automática);1.12;34.2;1782.0
0329-GTIAJ;Si;Femenino;False;No;No;3;Si;No;Fibra óptica;No;Si;No;Si;Si;Si;Mes a mes;Si;Cheque electrónico;3.22;97.9;315.3
0330-BGYZE;No;Masculino;False;Si;No;60;Si;Si;Fibra óptica;No;Si;Si;No;Si;Si;Un año;No;Transferencia bancaria (automática);3.37;102.5;6157.6
0330-IVZHA;Si;Femenino;False;Si;No;5;Si;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;No;Cheque electrónico;2.3;69.95;330.15
0334-GDDSO;Si;Masculino;True;No;No;3;Si;Si;Fibra óptica;No;Si;No;No;No;No;Mes a mes;Si;Cheque electrónico;2.67;81.35;233.7
0334-ZFJSR;No;Femenino;False;Si;No;55;Si;Si;DSL;Si;Si;No;Si;No;No;Un año;Si;Tarjeta de crédito (automática);2.17;66.05;3462.1
0336-KXKFK;No;Masculino;False;No;No;72;No;Sin servicio telefónico;DSL;Si;No;Si;Si;Si;Si;Dos años;Si;Tarjeta de crédito (automática);2.01;61.2;4390.25
0336-PIKEI;No;Masculino;True;Si;No;72;Si;No;DSL;Si;Si;Si;Si;Si;No;Dos años;No;Transferencia bancaria (automática);2.45;74.4;5360.75
0337-CNPZE;Si;Femenino;False;No;No;41;Si;Si;Fibra óptica;No;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.49;106.3;4443.45
0343-QLUZP;No;Masculino;False;No;No;60;No;Sin servicio telefónico;DSL;Si;Si;Si;No;No;No;Dos años;No;Transferencia bancaria (automática);1.3;39.6;2424.5
0345-HKJVM;Si;Femenino;False;No;No;6;Si;No;Fibra óptica;No;No;No;No;Si;Si;Mes a mes;No;Cheque electrónico;2.94;89.3;577.6
0345-XMMUG;No;Femenino;False;Si;No;46;Si;Si;Fibra óptica;No;Si;Si;Si;Si;Si;Dos años;Si;Tarjeta de crédito (automática);3.58;108.9;4854.3
0347-UBKUZ;No;Femenino;False;No;No;15;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque por correo;0.65;19.9;320.45
0348-SDKOL;Si;Femenino;False;Si;No;58;Si;Si;Fibra óptica;No;No;Si;Si;Si;Si;Mes a mes;Si;Tarjeta de crédito (automática);3.36;102.1;5885.4
0354-VXMJC;No;Masculino;False;Si;Si;23;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Tarjeta de crédito (automática);0.64;19.6;426.65
0354-WYROK;Si;Femenino;True;Si;Si;31;Si;No;Fibra óptica;No;No;Si;Si;Si;Si;Mes a mes;Si;Cheque electrónico;3.25;98.9;2911.3
0356-ERHVT;No;Masculino;False;Si;No;11;Si;No;DSL;No;No;No;No;No;No;Mes a mes;Si;Transferencia bancaria (automática);1.51;45.9;521.9
0356-OBMAC;No;Femenino;True;No;No;56;Si;Si;Fibra óptica;No;Si;Si;Si;Si;No;Dos años;Si;Transferencia bancaria (automática);3.2800000000000002;99.9;5706.3
0357-NVCRI;No;Femenino;False;No;Si;25;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Tarjeta de crédito (automática);0.66;20.05;471.7
0361-HJRDX;No;Femenino;False;No;No;68;No;Sin servicio telefónico;DSL;Si;Si;Si;Si;Si;Si;Dos años;No;Tarjeta de crédito (automática);2.12;64.35;4539.6
0362-RAOQO;No;Femenino;False;No;No;40;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Tarjeta de crédito (automática);0.65;19.65;830.25
0362-ZBZWJ;Si;Masculino;False;No;No;36;Si;Si;Fibra óptica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electrónico;2.79;84.9;3067.2
0363-QJVFX;Si;Masculino;False;No;No;32;Si;Si;Fibra óptica;Si;Si;No;Si;Si;Si;Mes a mes;Si;Tarjeta de crédito (automática);3.56;108.15;3432.9
0363-SVHYR;No;Masculino;False;Si;Si;71;Si;Si;DSL;Si;Si;Si;Si;Si;Si;Dos años;No;Transferencia bancaria (automática);2.86;86.85;6263.8
0365-BZUWY;No;Masculino;False;Si;No;17;Si;Si;Fibra óptica;No;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.37;102.55;1742.5
0365-GXEZS;No;Masculino;False;Si;No;18;Si;No;Fibra óptica;No;No;Si;Si;No;No;Mes a mes;No;Cheque electrónico;2.5700000000000003;78.2;1468.75
0365-TRTPY;No;Femenino;False;No;No;37;Si;Si;Fibra óptica;Si;Si;Si;No;No;No;Mes a mes;No;Transferencia bancaria (automática);3.0;91.2;3382.3
0366-NQSHS;No;Masculino;False;No;No;2;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque por correo;0.64;19.35;46.35
0369-ZGOVK;No;Femenino;False;Si;Si;28;Si;No;Fibra óptica;No;No;No;No;No;No;Un año;Si;Transferencia bancaria (automática);2.31;70.4;1992.2
0373-AIVNJ;No;Masculino;False;No;No;9;No;Sin servicio telefónico;DSL;Si;Si;Si;No;No;No;Un año;No;Cheque por correo;1.3;39.55;373.0
0374-AACSZ;No;Femenino;False;No;No;1;Si;No;DSL;Si;No;No;No;No;No;Mes a mes;No;Cheque electrónico;1.65;50.15;50.15
0374-FIUCA;No;Masculino;False;Si;No;65;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Tarjeta de crédito (automática);0.67;20.4;1414.45
0374-IOEGQ;No;Femenino;False;No;No;3;Si;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque electrónico;1.47;44.6;122.7
0375-HVGXO;Si;Femenino;False;No;No;1;No;Sin servicio telefónico;DSL;No;No;No;No;Si;No;Mes a mes;Si;Cheque electrónico;1.1400000000000001;34.7;34.7
0376-OIWME;No;Masculino;False;Si;No;36;Si;No;Fibra óptica;Si;No;No;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.08;93.6;3366.05
0376-YMCJC;Si;Masculino;False;No;No;23;Si;Si;Fibra óptica;No;No;No;Si;Si;No;Mes a mes;Si;Cheque electrónico;2.98;90.6;1943.2
0377-JBKKT;No;Masculino;False;Si;Si;22;Si;No;DSL;Si;Si;No;Si;No;No;Mes a mes;Si;Cheque por correo;1.9100000000000001;57.95;1271.8
0378-CJKPV;No;Femenino;False;Si;No;72;Si;Si;Fibra óptica;Si;Si;Si;Si;Si;Si;Dos años;No;Tarjeta de crédito (automática);3.69;112.1;7965.95
0378-NHQXU;Si;Femenino;False;Si;Si;17;Si;Si;Fibra óptica;No;No;Si;No;Si;No;Mes a mes;No;Cheque electrónico;2.9;88.25;1460.65
0378-TOVMS;Si;Femenino;False;No;No;3;Si;No;Fibra óptica;No;No;No;Si;No;Si;Mes a mes;No;Cheque electrónico;2.8200000000000003;85.8;272.2
0378-XSZPU;Si;Masculino;False;Si;No;58;Si;No;DSL;Si;Si;Si;No;No;No;Un año;No;Tarjeta de crédito (automática);1.98;60.3;3563.8
0379-DJQHR;No;Masculino;False;Si;Si;67;Si;No;DSL;Si;Si;Si;No;Si;Si;Dos años;No;Tarjeta de crédito (automática);2.67;81.35;5398.6
0380-NEAVX;No;Masculino;True;No;No;34;Si;No;Fibra óptica;No;Si;Si;No;Si;Si;Un año;Si;Cheque electrónico;3.2800000000000002;99.85;3343.15
0380-ZCSBI;No;Masculino;False;No;No;10;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Tarjeta de crédito (automática);0.66;20.0;198.7
0383-CLDDA;No;Femenino;False;No;No;69;Si;Si;DSL;Si;No;Si;Si;Si;Si;Dos años;Si;Tarjeta de crédito (automática);2.81;85.35;5897.4
0384-LPITE;No;Masculino;False;No;No;40;No;Sin servicio telefónico;DSL;Si;Si;Si;No;Si;Si;Un año;No;Tarjeta de crédito (automática);2.04;62.05;2511.55
0384-RVBPI;No;Masculino;False;No;No;20;Si;No;DSL;Si;No;Si;No;No;Si;Mes a mes;No;Tarjeta de crédito (automática);2.12;64.4;1398.6
0386-CWRGM;No;Femenino;False;Si;Si;46;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque por correo;0.64;19.4;967.85
0388-EOPEX;Si;Femenino;False;Si;No;2;Si;No;Fibra óptica;Si;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;2.45;74.4;139.4
0390-DCFDQ;Si;Femenino;True;Si;No;1;Si;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Cheque por correo;2.32;70.45;70.45
0392-BZIUW;No;Femenino;False;Si;No;72;Si;Si;Fibra óptica;Si;No;Si;No;Si;Si;Dos años;Si;Tarjeta de crédito (automática);3.45;105.0;7589.8
0394-YONDK;No;Masculino;False;Si;Si;70;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Tarjeta de crédito (automática);0.8300000000000001;25.15;1790.15
0396-HUJBP;No;Femenino;False;No;No;2;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque por correo;0.63;19.3;44.4
0396-UKGAI;No;Masculino;False;No;Si;23;Si;No;DSL;No;Si;No;Si;No;No;Mes a mes;Si;Transferencia bancaria (automática);1.82;55.3;1284.2
0396-YCHWO;No;Masculino;False;Si;No;36;Si;Si;Fibra óptica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.14;95.4;3474.2
0397-GZBBC;Si;Masculino;True;Si;No;59;Si;Si;Fibra óptica;No;No;No;No;Si;Si;Mes a mes;Si;Transferencia bancaria (automática);3.09;93.85;5574.75
0397-ZXWQF;No;Masculino;False;No;No;67;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Transferencia bancaria (automática);0.67;20.5;1430.95
0401-WDBXM;No;Masculino;False;Si;Si;72;Si;Si;Fibra óptica;Si;No;Si;No;Si;Si;Dos años;Si;Transferencia bancaria (automática);3.47;105.55;7542.25
0402-CQAJN;Si;Femenino;False;No;No;37;Si;Si;Fibra óptica;No;Si;Si;No;Si;Si;Mes a mes;Si;Transferencia bancaria (automática);3.35;101.9;3545.35
0402-OAMEN;No;Femenino;False;Si;Si;72;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Transferencia bancaria (automática);0.8;24.45;1709.1
0404-AHASP;No;Masculino;False;Si;No;72;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Tarjeta de crédito (automática);0.65;19.7;1421.9
0404-SWRVG;Si;Masculino;False;No;No;3;Si;Si;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;2.45;74.4;229.55
0406-BPDVR;Si;Femenino;True;Si;No;54;Si;Si;Fibra óptica;No;Si;No;No;Si;Si;Un año;Si;Tarjeta de crédito (automática);3.34;101.5;5373.1
0407-BDJKB;Si;Masculino;False;Si;No;60;Si;Si;Fibra óptica;No;Si;Si;No;Si;No;Mes a mes;Si;Cheque electrónico;3.15;95.75;5742.9
0409-WTMPL;No;Femenino;False;Si;No;58;Si;Si;Fibra óptica;Si;Si;Si;No;Si;Si;Un año;Si;Tarjeta de crédito (automática);3.64;110.65;6526.65
0410-IPFTY;No;Femenino;False;Si;No;31;Si;No;Fibra óptica;No;Si;No;No;No;Si;Mes a mes;Si;Transferencia bancaria (automática);2.76;83.85;2674.15
0411-EZJZE;No;Femenino;False;No;No;3;Si;Si;DSL;No;No;No;No;Si;No;Mes a mes;Si;Cheque electrónico;1.98;60.25;170.5
